description,industry,level,size,line_code,value
Planning to reduce waste: Plan to do in response to climate change,Commercial fishing,2,total,C1402.01,9
Planning to reduce waste: Plan to do in response to climate change,Forestry & logging,2,total,C1402.01,57
Planning to reduce waste: Plan to do in response to climate change,"Agriculture, forestry, & fishing support services",2,total,C1402.01,225
Planning to reduce waste: Plan to do in response to climate change,Mining,1,total,C1402.01,36
Planning to reduce waste: Plan to do in response to climate change,Manufacturing,1,total,C1402.01,1662
Planning to reduce waste: Plan to do in response to climate change,"Food, beverage, & tobacco",2,total,C1402.01,507
Planning to reduce waste: Plan to do in response to climate change,"Textile, clothing, footwear, & leather",2,total,C1402.01,93
Planning to reduce waste: Plan to do in response to climate change,Wood & paper product,2,total,C1402.01,123
Planning to reduce waste: Plan to do in response to climate change,"Printing, publishing, & recorded media",2,total,C1402.01,75
Planning to reduce waste: Plan to do in response to climate change,"Petroleum, coal, chemical, & associated product",2,total,C1402.01,156
Planning to reduce waste: Plan to do in response to climate change,Non-metallic mineral product,2,total,C1402.01,72
Planning to reduce waste: Plan to do in response to climate change,Metal product,2,total,C1402.01,249
Planning to reduce waste: Plan to do in response to climate change,Transport and industrial machinery & equipment,2,total,C1402.01,213
Planning to reduce waste: Plan to do in response to climate change,Other machinery & equipment,2,total,C1402.01,69
Planning to reduce waste: Plan to do in response to climate change,Other manufacturing,2,total,C1402.01,102
Planning to reduce waste: Plan to do in response to climate change,"Electricity, gas, water, & waste services",1,total,C1402.01,66
Planning to reduce waste: Plan to do in response to climate change,Construction,1,total,C1402.01,2052
Planning to reduce waste: Plan to do in response to climate change,Wholesale trade,1,total,C1402.01,1164
Planning to reduce waste: Plan to do in response to climate change,Machinery & equipment wholesaling,2,total,C1402.01,327
Planning to reduce waste: Plan to do in response to climate change,Other wholesale trade,2,total,C1402.01,837
Planning to reduce waste: Plan to do in response to climate change,Retail trade,1,total,C1402.01,1863
Planning to reduce waste: Plan to do in response to climate change,Accommodation & food services,1,total,C1402.01,2016
Planning to reduce waste: Plan to do in response to climate change,"Transport, postal, & warehousing",1,total,C1402.01,498
Planning to reduce waste: Plan to do in response to climate change,Information media & telecommunications,1,total,C1402.01,177
Planning to reduce waste: Plan to do in response to climate change,Publishing,2,total,C1402.01,63
Planning to reduce waste: Plan to do in response to climate change,Motion picture,2,total,C1402.01,60
Planning to reduce waste: Plan to do in response to climate change,Telecommunications,2,total,C1402.01,51
Planning to reduce waste: Plan to do in response to climate change,Financial & insurance services,1,total,C1402.01,174
Planning to reduce waste: Plan to do in response to climate change,Finance,2,total,C1402.01,66
Planning to reduce waste: Plan to do in response to climate change,Insurance,2,total,C1402.01,15
Planning to reduce waste: Plan to do in response to climate change,Auxiliary,2,total,C1402.01,96
Planning to reduce waste: Plan to do in response to climate change,"Rental, hiring, & real estate services",1,total,C1402.01,270
Planning to reduce waste: Plan to do in response to climate change,"Professional, scientific, & technical services",1,total,C1402.01,1845
Planning to reduce waste: Plan to do in response to climate change,Computer systems design,2,total,C1402.01,288
Planning to reduce waste: Plan to do in response to climate change,Other professional scientific,2,total,C1402.01,1560
Planning to reduce waste: Plan to do in response to climate change,Administrative & support services,1,total,C1402.01,468
Planning to reduce waste: Plan to do in response to climate change,Education & training,1,total,C1402.01,441
Planning to reduce waste: Plan to do in response to climate change,Health care & social assistance,1,total,C1402.01,1254
Planning to reduce waste: Plan to do in response to climate change,Arts & recreation services,1,total,C1402.01,168
Planning to reduce waste: Plan to do in response to climate change,Other services,1,total,C1402.01,381
Planning to reduce waste: Plan to do in response to climate change,total,0,total,C1402.01,15882
Planning to reduce waste: Plan to do for some other reason,total,0,6–19 employees,C1402.02,10692
Planning to reduce waste: Plan to do for some other reason,total,0,20–49 employees,C1402.02,2559
Planning to reduce waste: Plan to do for some other reason,total,0,50–99 employees,C1402.02,888
Planning to reduce waste: Plan to do for some other reason,total,0,100+ employees,C1402.02,615
Planning to reduce waste: Plan to do for some other reason,"Agriculture, forestry, & fishing",1,total,C1402.02,1050
Planning to reduce waste: Plan to do for some other reason,Agriculture,2,total,C1402.02,720
Planning to reduce waste: Plan to do for some other reason,Commercial fishing,2,total,C1402.02,18
Planning to reduce waste: Plan to do for some other reason,Forestry & logging,2,total,C1402.02,87
Planning to reduce waste: Plan to do for some other reason,"Agriculture, forestry, & fishing support services",2,total,C1402.02,228
Planning to reduce waste: Plan to do for some other reason,Mining,1,total,C1402.02,42
Planning to reduce waste: Plan to do for some other reason,Manufacturing,1,total,C1402.02,2037
Planning to reduce waste: Plan to do for some other reason,"Food, beverage, & tobacco",2,total,C1402.02,459
Planning to reduce waste: Plan to do for some other reason,"Textile, clothing, footwear, & leather",2,total,C1402.02,90
Planning to reduce waste: Plan to do for some other reason,Wood & paper product,2,total,C1402.02,213
Planning to reduce waste: Plan to do for some other reason,"Printing, publishing, & recorded media",2,total,C1402.02,96
Planning to reduce waste: Plan to do for some other reason,"Petroleum, coal, chemical, & associated product",2,total,C1402.02,207
Planning to reduce waste: Plan to do for some other reason,Non-metallic mineral product,2,total,C1402.02,93
Planning to reduce waste: Plan to do for some other reason,Metal product,2,total,C1402.02,324
